SUC;SO-·Bus 39/G-G1;SO-·Bus 37/G-G8;SO-·Bus 32/G-G3;SO-·Bus 34/G-G5;SO-·Bus 31/G-G2;SO-·Bus 33/G-G4;SO-·Bus 36/G-G7;SO-·Bus 38/G-G9;SO-·Bus 35/G-G6;SO-·Bus 25/L-Load_Bus_25;SO-·Bus 3/L-Load 3;SO-·Bus 39/L-Load_39;SO-·Bus 26/L-Load_26;SO-·Bus 12/L-Load_12;SO-·Bus 16/L-Load_16;SO-·Bus 7/L-Load_7;SO-·Bus 27/L-Load_27;SO-·Bus 31/L-Load 31;SO-·Bus 4/L-Load_4;SO-·Bus 29/L-Load_29;SO-·Bus 18/L-Load_18;SO-·Bus 24/L-Load_24;SO-·Bus 15/L-Load_15;SO-·Bus 28/L-Load_28;SO-·Bus 23/L-Load_23;SO-·Bus 20/L-Load_20;SO-·Bus 21/L-Load_21;SO-·Bus 8/L-Load_8;SO-·Bus 30/G-G10
SUC;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0
1;1000;0;0;507.9982;299.9982;631.9982;-30.0018;277.91218;0;95.52872;168.57783;167.10621;60.06765;253.30345;563.19776;121.96272;133.22026;4.72956;225.56194;151.39399;65.40623;156.84066;171.11549;102.43531;99.98543;114.08959;251.52413;3.67267;279.9982
2;1000;0;0;507.9982;299.9982;0;529.9982;286.40395;0;122.76366;151.75847;133.31219;63.17122;224.4154;600.35368;102.0168;123.16376;4.77105;191.17712;128.31898;74.68531;140.28422;172.2172;79.55344;134.91458;130.39424;267.00359;3.18171;279.9982
3;1000;0;0;507.9982;299.9982;631.9982;-10.0018;0;120.10099;84.3322;165.48026;163.3275;63.78307;262.20417;487.31141;125.66395;149.47874;3.82249;207.00844;127.77508;56.93914;114.60309;147.70835;85.54521;121.17415;137.18606;248.92143;2.73798;259.9982
4;0;539.9982;412.90168;0;299.9982;631.9982;995;0;0;110.20127;141.23458;138.37361;63.78911;270.52371;536.53522;107.69262;116.31699;3.74509;248.63196;109.05601;67.96253;320.95675;134.27189;78.21483;102.79614;137.03453;251.02236;3.70304;214.9982
5;0;0;649.9982;507.9982;0;0;20;829.9982;360.80407;105.61633;123.22548;120.11078;65.25115;253.04431;424.26616;88.77588;102.46847;3.40507;226.79782;127.59052;77.6954;156.8339;123.79278;81.43408;102.31945;118.59861;243.19174;3.43095;229.9982
6;999.9982;539.9982;0;507.9982;0;0;565;0;5.3774;95.1424;114.74963;135.59532;66.19459;255.6752;397.09913;114.66128;99.83494;4.52392;222.4901;137.85049;57.63676;148.72785;144.59236;78.95515;99.41146;115.4907;270.05023;3.45496;-5.0018
7;999.9982;539.9982;0;507.9982;299.9982;0;30;0;221.09717;90.70611;162.09311;157.31918;57.8049;240.90283;516.25979;101.54574;109.77179;4.77649;221.99625;144.62713;56.99373;159.08821;127.41399;85.53431;95.03533;104.30017;324.64679;3.00665;219.9982
8;878.2569;539.9982;0;507.9982;299.9982;631.9982;15;0;0;81.26181;168.96081;163.14774;69.86602;198.73518;524.99032;122.20174;145.34962;3.78562;249.4715;112.7884;56.32643;135.10835;160.83051;82.70932;89.43507;131.40192;302.58733;3.25671;-15.0018
9;999.9982;539.9982;0;507.9982;0;0;610;0;32.94964;82.37785;121.29052;157.22328;58.88009;263.54719;588.45579;94.85578;135.06242;3.56887;222.85516;126.10177;68.12068;129.075;163.33006;107.0859;109.90462;107.16054;292.05981;3.31079;199.9982
10;999.9982;0;62.15949;0;299.9982;0;390;0;649.9982;101.57095;135.18762;125.94603;60.65764;197.47271;464.84754;116.37609;144.42607;4.2114;223.75387;154.49679;76.32185;137.62136;169.17082;115.28292;105.986;149.36284;280.20994;3.92233;219.9982
11;0;0;414.37;0;299.9982;631.9982;539.9982;830;0;99.81906;127.96451;177.67792;59.33468;226.39159;484.0857;117.33389;160.57093;4.14533;267.47168;130.02442;81.74556;134.29239;165.6037;99.80659;105.76911;155.06262;327.00614;3.70964;269.9982
12;999.9982;539.9982;0;0;299.9982;631.9982;615;0;231.58674;124.30527;137.14886;134.8007;66.0738;225.17256;630.66406;115.49829;160.94088;4.09186;289.42273;118.14471;84.59474;156.75925;180.87861;106.0289;123.32951;160.69454;377.78392;3.26345;-55.0018
13;999.9982;539.9982;0;507.9982;0;0;550;0;413.56356;118.52497;196.75316;171.22296;79.09933;305.67238;553.49015;105.63114;175.83537;5.36173;290.1644;138.73757;68.92594;166.24434;160.57357;93.25956;107.30934;142.93203;323.8727;3.80638;259.9982
14;113.25241;0;649.9982;507.9982;299.9982;0;-50;829.9982;649.9982;112.5331;192.41633;180.37644;85.61154;324.46469;590.38316;137.29326;138.04716;5.11351;210.16809;125.82305;91.1389;155.29025;137.39692;106.87015;139.73394;121.19965;378.50092;4.16267;299.9982
15;0;540;69.16427;0;0;632;585;830;650;98.77483;160.24367;136.65769;73.01183;268.65601;652.9723;125.05332;167.49208;5.09209;287.4706;134.85938;94.66965;172.86758;144.66923;119.43778;120.61833;145.40285;305.34938;3.52735;-7.33272
16;999.9982;539.9982;0;507.9982;299.9982;631.9982;-40;0;14.54585;101.01523;140.43371;165.71123;73.2236;301.45205;631.28975;124.74257;147.7246;3.86677;222.84924;166.38923;94.6874;178.2208;188.84738;119.02922;100.66565;132.44178;284.70754;3.63131;289.9982
17;0;539.9982;573.81737;507.9982;0;631.9982;545;0;0;124.02829;169.78342;180.63029;86.01167;299.19578;498.15478;103.53947;160.26216;4.20041;241.87687;124.59565;84.68585;144.6448;170.01143;93.47502;109.08417;117.57991;288.6358;3.34852;264.9982
18;0;539.9982;0;507.9982;299.9982;631.9982;50;612.66493;649.9982;130.42519;143.04396;155.35695;88.29877;242.8227;562.75103;138.3589;133.86529;5.60035;219.91957;172.75941;76.50883;169.77458;154.34445;91.23136;154.83936;157.79595;378.08004;3.30834;-50.0018
19;0;0;522.45024;507.9982;299.9982;631.9982;505;0;649.9982;139.68595;170.75571;173.85543;71.77511;322.08397;591.7174;107.08795;183.15512;5.09456;260.50899;159.8218;75.17855;163.55887;170.10426;113.92304;151.68923;154.87538;336.75023;3.72358;304.9982
20;999.9982;539.9982;0;0;299.9982;0;595;267.82079;649.9982;138.19733;168.3436;190.31369;79.72631;231.56181;629.11728;131.17278;137.60405;4.15582;231.45701;179.26189;97.69798;137.47449;173.6665;92.83985;119.23424;172.4185;334.45137;4.07274;-35.0018
21;0;0;237.58449;507.9982;299.9982;0;594.9982;830;649.9982;138.52733;135.20522;152.19653;77.29481;244.62437;671.19014;143.34581;162.63508;5.31604;242.25731;132.47635;98.40835;168.09501;156.04772;92.14367;148.29996;152.65803;344.87033;4.59058;214.9982
22;999.9982;539.9982;0;507.9982;299.9982;631.9982;45;0;11.13063;136.35298;135.43003;148.40989;74.70732;271.18841;666.8179;113.63474;167.31146;4.40973;233.98487;126.2417;68.62646;157.55085;159.13254;117.29826;101.56067;144.85012;345.64911;4.42375;204.9982
23;0;0;489.37348;508;0;632;550;0;650;93.3981;167.55613;137.42795;66.68013;210.50322;593.58442;128.79362;133.67368;4.82525;289.88712;152.36585;81.77241;155.99311;130.30404;117.39445;136.50786;155.78521;268.45251;3.8907;269.32156
24;975.01876;539.9982;0;507.9982;299.9982;631.9982;55;0;0;122.96312;166.85025;170.58754;68.6823;246.59596;433.33882;117.23978;119.41451;3.55586;262.99327;149.52977;77.44449;139.83438;153.70201;112.57542;108.58109;149.06373;290.9208;3.20587;-55.0018
25;999.9982;539.9982;0;0;0;631.9982;545;0;150.41053;106.1469;139.84192;153.04744;59.87868;265.61067;585.19062;98.19917;117.33744;4.10162;233.8782;115.55879;80.29662;121.60862;121.08307;95.71436;120.95293;139.15758;265.028;3.26181;14.9982
26;944.73706;0;0;0;299.9982;631.9982;595;0;0;85.77357;129.20328;159.40171;56.43195;195.10795;568.81924;82.4824;104.09112;3.90015;175.83262;120.70639;64.19591;153.22442;139.27449;78.64681;103.68283;100.28645;309.40298;3.59343;214.9982
27;348.57116;0;0;507.9982;299.9982;631.9982;570;0;0;80.85244;139.07212;145.97157;52.60691;216.44643;463.51811;80.9021;108.5488;4.1942;247.46743;130.58761;66.26353;120.47317;158.59247;99.72603;90.26375;113.39068;224.95737;3.78582;239.9982
28;916.02126;539.9982;0;0;299.9982;631.9982;-40;0;0;105.2095;119.07742;167.99403;59.69486;244.52705;501.49358;97.29496;108.25527;3.94472;178.80421;132.77976;56.33104;135.58529;121.73163;76.75028;92.92712;118.31429;262.63536;2.94675;289.9982
29;917.64948;539.9982;0;507.9982;299.9982;0;520;0;0;109.42187;154.44994;162.8852;61.65152;213.67569;474.78496;91.35587;122.565;3.56626;256.32911;126.20872;67.61975;142.65844;128.06246;89.43563;114.45871;122.60007;325.33199;3.18517;39.9982
30;0;0;0;508;300;632;530;265.45746;650;109.47511;142.88193;166.27108;67.83142;246.65301;479.73338;105.14318;132.5106;3.50219;258.65721;126.81894;76.63718;117.57284;150.63649;116.12893;102.69955;111.00371;341.20122;2.93189;39.78584
31;0;540;576.35704;0;0;631.9982;574.9982;829.9982;0;132.92587;200.67752;178.9283;80.69754;250.62807;611.6742;143.26998;172.47042;4.77557;212.59804;144.01995;71.12743;173.71695;188.39145;95.76388;145.27437;123.69117;387.29571;3.99401;234.9982
32;999.9982;0;649.9982;0;0;0;539.9982;830;206.89787;136.21354;171.35382;223.9276;94.44184;257.45108;572.06525;150.40906;164.11273;6.00985;300.67767;141.85245;94.16137;159.11764;156.2123;99.24204;161.17704;133.09355;402.76053;4.05364;269.9982
33;0;540;0;508;300;632;540.0018;739.98977;650;118.54771;178.86425;167.32352;78.48999;364.81813;693.20567;166.23752;175.06236;6.73366;262.09529;185.03723;110.98297;222.6939;231.89923;115.4414;181.24617;151.62692;438.44327;4.18197;26.01336
34;999.9982;539.9982;0;507.9982;0;0;524.9982;459.56211;649.9982;117.40405;169.40017;239.12087;102.39391;301.52762;773.60136;138.76854;200.93627;5.44821;324.17593;176.97532;112.16748;213.21071;180.83607;122.26064;185.03644;152.28833;368.76361;5.45126;284.9982
35;253.74278;0;649.9982;507.9982;299.9982;631.9982;34.9982;830;649.9982;140.46159;202.85776;189.0869;86.73882;317.043;741.96926;145.02516;155.83762;6.02438;375.94045;211.28638;119.82814;220.42624;244.59448;116.23117;167.15199;161.71182;387.64392;4.00815;214.9982
36;999.9982;539.9982;234.05429;0;299.9982;631.9982;535;0;649.9982;141.25616;202.33402;205.87798;93.95702;325.15608;699.77782;169.6379;216.49365;6.46395;267.37601;207.05998;94.91393;241.42263;174.606;118.07069;162.48379;160.59154;347.53442;4.25711;24.9982
37;999.9982;0;649.9982;0;299.9982;631.9982;530;36.06622;649.9982;175.47269;196.25758;215.80139;87.85323;415.73849;589.01483;127.01407;216.14289;5.90322;396.9248;205.05279;126.21993;187.30679;237.79811;124.84806;165.33397;170.48536;350.72147;4.21626;279.9982
38;858.75332;0;649.9982;0;0;631.9982;-45;829.9982;649.9982;166.50814;215.77158;192.72147;89.95741;293.18574;657.95396;145.844;193.06847;6.41283;271.16709;162.91866;101.54788;212.95026;181.49842;126.00687;160.40095;180.2862;430.99093;5.6671;294.9982
39;999.9982;539.9982;649.9982;507.9982;0;0;50;829.9982;364.88479;171.30581;222.22162;213.97644;82.22938;340.6654;617.81003;172.48945;182.94013;6.44331;300.83228;182.89002;100.16802;208.27239;170.9361;156.95684;144.67753;153.64322;382.28482;5.81269;-50.0018
40;0;0;649.9982;507.9982;299.9982;631.9982;530;829.9982;377.02233;151.38509;205.79798;200.1081;81.50758;296.88504;787.15076;164.31569;176.29449;4.94584;343.83251;147.65336;85.95154;180.49609;245.32546;121.4736;179.9649;176.61516;472.81091;3.98014;279.9982
41;722.05435;539.9982;649.9982;0;299.9982;631.9982;-45;829.9982;649.9982;171.19649;234.61079;240.46134;77.12855;366.42417;856.78175;150.12036;217.34586;5.33026;317.42755;168.81523;120.39258;177.31594;217.20559;109.45328;189.20064;170.54776;444.56212;4.95048;44.9982
42;999.9982;539.9982;14.66267;0;0;631.9982;570;829.9982;649.9982;144.78163;249.10652;256.45277;86.41793;395.36681;668.86515;147.82412;211.4398;6.80687;351.29182;195.08334;87.06924;246.55108;192.65407;159.5431;160.72935;166.53004;411.70404;5.57102;-10.0018
43;999.9982;539.9982;649.9982;0;299.9982;0;335;545.72102;549.9982;141.59142;184.4682;241.2919;91.95745;387.0719;745.25264;152.86277;169.74751;6.92667;355.34802;179.11427;114.01477;188.567;195.02202;158.19351;165.38702;195.85339;485.31877;4.4841;24.9982
44;0;539.9982;649.9982;507.9982;299.9982;631.9982;40;829.9982;531.00454;137.76283;246.48148;190.00506;99.9369;298.34349;593.81737;138.58418;163.9762;7.02708;319.22733;216.79963;120.2307;189.52206;234.74082;141.63336;166.60227;179.91692;463.61096;4.53268;-40.0018
45;0;539.9982;561.263;507.9982;0;631.9982;30;829.9982;649.9982;160.85941;210.51935;211.44913;74.13835;387.44909;595.76121;124.16625;191.63994;5.16676;361.38024;201.67387;115.98451;198.58817;160.36518;122.82235;184.93808;170.53971;412.15199;3.80328;219.9982
46;999.9982;0;170.24121;0;299.9982;631.9982;25;829.9982;649.9982;144.61625;178.55159;159.17978;75.77465;314.76806;596.96574;134.07655;183.17394;6.05251;280.71695;148.2538;103.00228;204.05266;189.72228;106.83216;150.36017;162.94003;368.16313;4.80042;-25.0018
47;0;539.9982;649.9982;0;299.9982;631.9982;-40;829.9982;360.70644;152.55617;160.14258;196.25982;76.29138;315.15632;622.78156;139.88111;161.95557;5.19219;276.16717;157.36078;101.11912;211.60731;214.53268;127.18906;132.63384;136.23617;301.16446;4.62394;289.9982
48;0;539.9982;516.36585;507.9982;0;0;-50;829.9982;649.9982;110.93831;179.72503;198.41203;88.81909;277.83125;533.14091;113.4641;142.0017;5.33846;270.42379;174.12874;84.08393;143.20945;168.04101;115.11442;156.38662;144.36712;320.37073;3.97553;299.9982
49;0;539.9982;649.9982;0;299.9982;631.9982;600;359.29519;0;139.5543;150.93236;176.49291;80.4847;243.6349;678.41316;129.99324;125.55912;4.58891;277.28556;130.88228;89.14666;192.14899;158.64826;88.72358;117.94886;162.65735;276.05649;3.61016;209.9982
50;999.9982;0;649.9982;0;299.9982;0;-40;311.63314;649.9982;127.96348;180.04508;158.76974;83.25491;298.08679;477.07032;110.14813;149.58101;3.91126;257.33784;165.9582;93.04521;161.53703;138.82797;95.53042;107.40924;140.4252;347.65453;3.08575;289.9982
51;999.9982;0;649.9982;0;299.9982;631.9982;-30;11.45842;0;135.66356;144.35709;137.78352;81.7255;249.1806;471.253;108.57548;133.7245;5.4891;207.95858;122.14103;76.31653;137.41121;138.17667;115.84409;111.53589;121.56328;285.86067;3.1458;279.9982
52;999.9982;539.9982;423.26341;0;299.9982;0;-10;829.9982;0;126.29002;138.32802;156.02689;79.63984;305.85994;675.59755;119.87672;127.03349;4.31441;229.74911;165.21424;70.5133;189.37168;147.45249;85.99353;139.7045;148.41454;363.75472;4.57601;259.9982
53;0;0;649.9982;0;299.9982;631.9982;570;445.29841;649.9982;95.56218;168.6657;165.83047;66.96178;227.59684;562.9109;136.95264;120.87332;5.29031;309.83266;164.34507;80.67216;190.59526;137.68598;105.11543;136.94872;131.85274;361.98333;4.14826;-10.0018
54;999.9982;0;224.71717;507.9982;0;631.9982;-10;0;649.9982;116.59906;162.57222;153.72329;63.80325;254.99446;535.13697;154.13124;158.51474;5.96958;296.20745;174.20211;98.42748;145.43053;167.70061;122.36027;145.28917;130.332;310.77155;4.53889;259.9982
55;241.79868;0;649.9982;0;0;631.9982;520;829.9982;649.9982;119.64364;230.29139;217.20874;79.99684;254.49253;554.00953;168.1696;154.07975;6.19979;262.17542;156.23386;80.61164;162.28273;207.27657;117.15876;178.21325;143.90028;396.82718;5.15053;39.9982
56;999.9982;539.9982;0;507.9982;299.9982;631.9982;585;0;327.43131;136.92503;174.65677;176.93925;74.90131;364.3576;605.005;145.93719;163.15334;6.0495;382.65087;207.72741;121.62534;204.61246;180.14034;156.51518;146.37884;171.12197;368.99053;3.91317;-25.0018
57;999.9982;285.16906;649.9982;0;299.9982;631.9982;50;829.9982;649.9982;164.47283;227.3202;182.32262;87.08561;404.95609;812.51531;149.30841;199.83241;5.33754;391.3108;154.35921;99.73621;229.87723;192.68644;144.5259;168.57062;161.27364;482.22267;4.21848;-50.0018
58;999.9982;539.9982;649.9982;0;299.9982;352.74156;10;829.9982;649.9982;180.60174;235.51994;228.10916;104.34312;316.80532;702.24294;176.40188;166.68346;6.8979;378.42131;213.57722;111.82685;169.60857;262.73498;116.6819;201.65259;152.49968;507.66949;5.70562;-10.0018
59;999.9982;539.9982;649.9982;0;0;631.9982;66.36657;829.9982;649.9982;181.11073;214.51555;224.18769;97.3528;397.56847;778.8715;183.60418;214.99107;5.14977;303.21275;192.21314;119.27897;180.43785;220.50288;152.7148;205.13847;220.85346;360.62795;5.87048;-25.0018
60;999.9982;539.9982;649.9982;0;299.9982;116.88338;-30;829.9982;649.9982;155.13175;183.97414;187.51063;89.02723;338.46493;793.71919;143.11959;176.96878;7.06796;360.37003;180.78704;100.40169;232.58967;224.47596;168.62149;203.48396;228.57093;472.55642;5.00686;279.9982
61;999.9982;0;649.9982;0;299.9982;631.9982;585;829.9982;553.63946;128.7163;271.0489;264.66226;102.7492;337.21861;874.95358;162.6795;183.21513;6.39462;309.74475;234.58443;126.59127;246.46766;263.59074;170.66652;162.04805;196.88834;390.07227;4.61106;-25.0018
62;0;539.9982;649.9982;0;299.9982;631.9982;415;829.9982;462.20289;163.09677;232.9591;205.53806;162.55813;309.67591;718.20116;225.40497;180.2588;7.36563;296.18636;221.13992;122.6279;197.00239;183.13241;120.7463;204.55221;163.96179;321.8152;5.15414;294.9982
63;999.9982;150.20087;649.9982;0;0;631.9982;-50;829.9982;649.9982;184.37838;241.01572;194.72472;94.82912;315.86023;661.72257;184.03499;205.83806;5.83687;387.32599;160.18966;128.23246;195.81266;189.79348;131.17235;158.09762;178.34392;457.28089;6.10116;299.9982
64;999.9982;0;649.9982;507.9982;0;631.9982;10;829.9982;429.91973;122.40386;197.26782;214.5258;80.70029;371.98129;898.40984;141.2238;216.66573;5.43311;378.37162;187.67075;127.1811;180.65763;207.30356;118.31137;170.66011;203.32685;389.28406;4.23074;239.9982
65;999.9982;539.9982;487.16572;0;299.9982;631.9982;-40;829.9982;649.9982;170.88135;188.51003;266.52012;110.52127;339.1511;806.99429;159.5405;230.44384;6.16884;326.65343;233.63259;112.51171;192.48315;250.05382;148.69052;137.15604;195.36556;470.86081;5.98605;39.9982
66;999.9982;539.9982;649.9982;507.9982;299.9982;0;585;304.0435;649.9982;134.55714;219.60791;233.72944;108.56452;399.83677;876.8814;142.19708;204.57832;6.15179;425.24837;182.51284;108.93335;206.06142;252.03754;167.21666;166.01583;170.04595;415.05357;4.34393;-25.0018
67;988.34257;0;649.9982;507.9982;0;631.9982;-30;829.9982;649.9982;158.17931;263.84463;271.98481;89.85408;349.38409;628.16126;164.32565;188.39839;5.28269;403.85292;202.31505;123.23236;197.75644;232.40881;124.52655;189.65529;156.67956;420.14781;4.85771;29.9982
68;999.9982;0;261.89822;507.9982;299.9982;631.9982;-50;829.9982;649.9982;150.00299;230.66557;253.77216;83.36639;325.49678;814.1641;135.21852;229.84913;7.33394;354.83468;219.28863;125.06229;180.39583;220.59657;116.6325;143.65498;152.55755;351.81638;5.19298;49.9982
69;0;539.9982;649.9982;507.9982;299.9982;631.9982;-20;829.9982;188.4672;151.78992;238.34747;209.51468;76.82685;294.68966;602.08993;141.78395;208.97946;5.00432;298.32733;169.47975;84.72309;216.83133;211.82954;128.35608;163.45095;148.40806;467.19377;4.40229;269.9982
70;999.9982;539.9982;649.9982;507.9982;0;631.9982;-30;829.9982;16.86354;148.1353;211.73573;186.93531;100.99191;359.55852;808.47549;166.01859;161.28417;6.33831;371.07301;153.44937;107.98139;189.76876;213.73763;124.3987;151.4482;188.97072;440.58329;4.08162;29.9982
71;999.9982;539.9982;0;507.9982;0;631.9982;605;4.09445;649.9982;127.10889;203.30488;207.45437;86.89883;342.27126;705.41043;148.39395;146.05843;5.14123;315.70949;194.78963;112.27543;173.30556;169.25493;143.24527;155.4661;178.61571;399.00945;4.02758;-45.0018
72;0;0;594.74625;0;0;631.9982;570;829.9982;649.9982;124.74904;171.64237;206.31616;64.68481;261.89145;641.0558;138.27024;161.11059;4.61472;235.3755;160.11191;98.85408;202.82437;151.45482;141.41513;153.08436;176.28575;348.88932;5.1618;239.9982
73;999.9982;539.9982;649.9982;507.9982;0;0;610;166.0263;0;99.96885;172.06678;152.51662;71.33708;332.66171;698.54346;132.72454;181.61189;5.76021;274.50172;128.00164;69.24596;158.26361;141.24255;99.15522;112.69795;151.91467;370.76438;3.91144;-50.0018
74;999.9982;0;0;507.9982;299.9982;631.9982;520;0;111.7091;97.98011;138.04721;207.72546;68.07035;269.89028;693.23817;112.05937;133.70017;4.2344;250.40187;170.56421;100.07616;185.21806;171.16642;92.86585;138.68489;142.97361;314.95285;3.94556;289.9982
75;574.32534;539.9982;649.9982;0;0;0;-25;829.9982;649.9982;108.69614;143.94546;197.12042;85.67667;277.69125;625.68945;105.62201;168.14213;5.08215;280.5634;132.92339;81.11633;133.67355;185.415;98.24199;106.73352;151.33677;288.82676;4.2165;24.9982
76;835.09547;539.9982;0;507.9982;0;631.9982;545;0;0;119.14698;181.12524;159.17248;73.78674;263.94659;681.7743;127.11785;158.78409;4.03449;209.93526;146.32376;68.97852;163.34822;164.34715;108.69559;123.64592;157.21282;344.67963;3.84368;264.9982
77;999.9982;0;0;0;299.9982;631.9982;590;0;456.08885;127.31287;178.84708;159.16264;75.64721;242.94971;503.28316;116.71027;151.05728;3.97205;306.41909;137.24869;86.57376;188.96505;151.32274;101.26192;126.7161;147.10491;326.36639;4.46207;219.9982
78;0;539.9982;649.9982;0;299.9982;631.9982;-55;482.60559;649.9982;121.46502;181.41872;188.21546;81.59062;316.86226;607.77079;153.53707;129.3617;4.52482;261.81798;135.24634;98.45051;177.6824;208.83602;108.5054;161.33178;176.68942;317.66203;4.92127;304.9982
79;0;539.9982;420.60494;0;299.9982;631.9982;-45;829.9982;649.9982;108.99267;204.17359;225.07743;179.69864;263.44957;554.82167;116.40135;148.93099;5.31261;335.84711;191.37322;80.87279;159.18738;194.86397;41.98372;153.44425;179.44942;403.03119;4.66364;294.9982
80;999.9982;539.9982;381.7339;507.9982;299.9982;0;540;0;649.9982;139.61942;166.26852;203.9824;95.61017;341.04296;842.71776;168.76837;165.77304;5.56633;331.55742;213.57926;99.25312;202.21423;228.13832;148.93281;131.08893;193.44389;424.64536;5.38172;269.9982
81;0;539.9982;649.9982;507.9982;299.9982;631.9982;600;5.3684;649.9982;127.42684;172.6447;207.56996;88.00555;386.77689;781.04343;172.71872;162.54621;5.31638;320.33557;225.63628;90.1447;179.96527;186.16315;144.7903;171.12837;171.29172;416.29904;5.26574;209.9982
82;999.9982;539.9982;649.9982;507.9982;299.9982;0;-45;251.41658;649.9982;154.95809;216.81008;201.35774;104.09819;312.43634;657.59292;181.27703;198.50491;4.90651;392.85916;184.92315;115.34611;245.43111;228.16603;162.19273;158.14126;157.48221;386.79829;4.77538;294.9982
83;999.9982;0;0;507.9982;299.9982;0;515;787.28718;649.9982;146.75304;210.07101;194.69749;99.03066;315.15944;727.87095;141.65684;175.06413;6.71813;304.7692;189.63839;96.96973;215.16759;213.22196;144.09305;138.33589;203.88526;447.35094;5.31982;294.9982
84;0;0;461.95821;508;300;632;590;830;650;164.32583;239.11989;201.97723;84.75859;420.9642;747.39098;150.71024;168.8897;5.18201;357.96191;182.38479;87.99209;188.27649;239.62743;160.05242;158.5475;151.9934;394.86631;4.74019;230.23289
85;920.33483;539.9982;649.9982;0;0;631.9982;45;829.9982;649.9982;146.99476;255.14655;260.8455;88.72482;287.71839;709.13259;149.4835;165.87628;6.40118;404.13459;198.35637;128.88235;210.85484;198.83799;132.88312;163.19588;208.28;419.56742;4.22959;-45.0018
86;999.9982;539.9982;553.01178;0;0;631.9982;520;0;649.9982;126.13614;180.41975;199.18686;109.96162;318.21247;656.83754;189.90928;166.13365;6.29862;276.11901;188.01837;88.66408;243.78869;227.94272;123.36434;167.32011;219.90126;364.21369;5.42824;39.9982
87;999.9982;0;649.9982;0;299.9982;631.9982;585;370.7743;549.9982;166.96478;253.64264;217.5748;96.70698;371.37033;858.69593;184.69508;179.89825;5.15387;336.47432;207.66113;95.17707;185.53727;216.53328;153.09314;152.09085;167.48525;471.91517;5.58095;224.9982
88;999.9982;0;0;507.9982;299.9982;631.9982;600;61.99417;649.9982;127.1138;238.43333;190.95543;76.40119;298.52875;720.72555;141.86434;207.45383;5.82839;311.36896;187.035;105.93512;201.86302;203.0117;148.66144;142.96992;201.54638;368.84465;5.76897;209.9982
89;999.9982;0;593.16458;0;0;0;605;829.9982;649.9982;120.9795;237.87503;239.69695;92.64966;308.93337;597.50103;175.97795;169.74534;6.82696;306.97185;217.83862;96.99989;208.32379;200.42958;144.03074;149.08596;170.35873;358.32589;4.47501;204.9982
90;999.9982;0;649.9982;507.9982;0;260.24881;20;829.9982;649.9982;164.67291;259.25688;180.86885;92.90125;344.81886;789.13118;169.44023;179.39395;5.32484;341.86516;156.62166;110.99704;205.41373;224.29002;155.18041;151.23593;156.89758;373.89723;4.70465;229.9982
91;812.49111;0;649.9982;507.9982;0;631.9982;30;829.9982;649.9982;171.30906;215.9908;216.32861;92.22078;380.46732;757.74987;180.3929;220.09399;6.24783;295.78066;225.70227;120.26087;181.54446;212.75757;144.24339;178.18145;196.03562;446.25359;5.98102;219.9982
92;999.9982;539.9982;0;507.9982;0;631.9982;600;130.0055;649.9982;154.37721;183.92469;236.97367;103.08956;345.78493;822.42489;131.17579;205.1986;6.42269;353.94591;223.18196;123.78264;164.08101;183.86275;122.02587;189.98319;193.27221;437.01944;5.75465;209.9982
93;797.89881;539.9982;649.9982;0;0;0;510;829.9982;649.9982;134.74768;170.01848;211.96516;92.37999;311.04716;813.6332;157.68828;198.1334;6.53526;286.6155;189.05507;81.60851;168.2346;182.39661;119.56245;165.24232;197.36311;458.07119;4.6242;49.9982
